RA,Fase,Turma,Nome,Ano de Nascimento do Aluno,Idade do Aluno,Gênero,Ano de Ingresso na Passos Mágicos,Instituição de ensino,Pedra 2020,Pedra 2021,Pedra 2022,Índice de Desenvolvimento Educacional (INDE),Classificação Geral (Ranking Geral),Classificação na Fase (Ranking por Fase),Classificação na Turma (Ranking por Turma),Quantidade de Avaliações,Equipe Avaliadora 1,Recomendação da Equipe Avaliadora 1,Equipe Avaliadora 2,Recomendação da Equipe Avaliadora 2,Equipe Avaliadora 3,Recomendação da Equipe Avaliadora 3,Equipe Avaliadora 4,Recomendação da Equipe Avaliadora 4,Indicador de Autoavaliação,Indicador de Engajamento,Indicador Psicossocial,Recomendação da Equipe de Psicologia,Indicador de Aprendizagem,Nota Média de Matemática,Nota Média de Português,Nota Média de Inglês,Indicado para Bolsa,Atingiu Ponto de Virada,Indicador de Ponto de Virada,Indicador de Adequação ao Nível,Fase ideal,Nível de Defasagem,Observações sobre Indicador de Engajamento,Observações sobre Indicador de Aprendizagem,Observações sobre Indicador de Ponto de Virada,Fase_ideal_num,gap_fase,pv_bool,cluster5
RA-824,0,T,Aluno-824,2014,8,Menino,2022,Escola Pública,,,Ágata,6.799,555,159,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,4.4,6.9,Sem limitações,6.0,7.0,5.0,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-826,0,U,Aluno-826,2014,8,Menino,2022,Escola Pública,,,Ametista,7.776,211,55,5,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.6,7.5,Não atendido,5.4,4.3,6.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-829,0,U,Aluno-829,2014,8,Menina,2022,Escola Pública,,,Ametista,8.003,142,39,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,Não atendido,7.8,8.2,7.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-835,0,V,Aluno-835,2014,8,Menino,2022,Escola Pública,,,Ametista,7.263,408,119,6,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,6.9,7.3,7.5,Não atendido,7.5,7.6,7.3,,Não,Não,6.667,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-837,0,V,Aluno-837,2014,8,Menino,2022,Escola Pública,,,Topázio,8.207,83,21,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,7.5,Não atendido,8.8,9.2,8.3,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-840,0,V,Aluno-840,2014,8,Menino,2022,Escola Pública,,,Ametista,7.875,178,48,2,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.2,7.5,Não atendido,7.8,9.6,5.9,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-842,0,Y,Aluno-842,2014,8,Menina,2022,Escola Pública,,,Ametista,7.952,154,42,3,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.5,8.3,7.5,Não atendido,9.1,9.1,9.1,,Não,Não,8.25,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-843,0,Y,Aluno-843,2014,8,Menina,2022,Escola Pública,,,Topázio,8.538,30,5,1,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,7.5,Não atendido,9.2,9.8,8.5,,Sim,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,True,2
RA-844,0,Y,Aluno-844,2014,8,Menino,2022,Escola Pública,,,Ágata,6.253,695,176,10,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,5.0,8.1,Não atendido,5.9,6.0,5.8,,Sim,Não,8.333,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-845,0,Y,Aluno-845,2014,8,Menina,2022,Escola Pública,,,Topázio,8.491,35,7,2,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.8,7.5,Não atendido,8.7,9.1,8.3,,Não,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,True,2
RA-846,0,Y,Aluno-846,2015,7,Menina,2022,Escola Pública,,,Ametista,7.412,353,105,7,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.2,7.5,Não atendido,5.9,7.7,4.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-850,0,Y,Aluno-850,2014,8,Menino,2022,Escola Pública,,,Ametista,7.641,258,73,4,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.3,7.5,Não atendido,8.5,8.1,8.8,,Não,Não,7.167,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-851,0,Y,Aluno-851,2014,8,Menino,2022,Escola Pública,,,Ametista,7.515,303,86,5,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.9,7.5,Não atendido,8.3,7.9,8.7,,Não,Não,6.583,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-853,0,Z,Aluno-853,2014,8,Menina,2022,Escola Pública,,,Topázio,8.616,28,3,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.6,7.5,Não atendido,8.5,8.8,8.2,,Não,Sim,8.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,True,2
RA-854,0,Z,Aluno-854,2014,8,Menina,2022,Escola Pública,,,Topázio,8.098,116,32,7,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.0,7.5,Não atendido,9.3,9.5,9.0,,Não,Não,7.167,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-856,0,Z,Aluno-856,2015,7,Menino,2022,Escola Pública,,,Topázio,8.398,48,10,3,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.1,7.5,Não atendido,8.4,8.5,8.2,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-858,0,Z,Aluno-858,2015,7,Menino,2022,Escola Pública,,,Ametista,7.523,301,84,8,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.1,5.6,Requer avaliação,7.7,8.4,6.9,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-859,0,Z,Aluno-859,2015,7,Menina,2022,Escola Pública,,,Topázio,8.325,58,15,4,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.7,7.5,Não atendido,8.9,9.4,8.4,,Não,Não,8.25,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
RA-860,0,Z,Aluno-860,2015,7,Menino,2022,Escola Pública,,,Topázio,8.136,104,29,6,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.5,7.5,Não atendido,8.1,8.9,7.2,,Não,Não,7.75,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,2.0,False,2
